Date,Year,DayofYear,Time,Latitude_DD,Longitude_DD,WaterTemp,Salinity,DO,DO %,AirTemp
7/2/07,2007,183,10:10,25.383,-81.025,30.9,15.6,3.02,45.7,-9999
7/2/07,2007,183,12:12,25.381,-81.011,31.4,6.6,3.86,55.9,-9999
7/2/07,2007,183,13:50,25.365,-81.062,31.9,26.2,4.9,56.9,-9999
7/2/07,2007,183,15:37,25.346,-81.059,32,27.7,4.43,71.2,-9999
7/16/07,2007,197,10:24,25.359,-81.115,31.2,27.4,3.73,84.8,-9999
7/16/07,2007,197,12:01,25.359,-81.115,31.5,29.5,2.77,41.7,-9999
7/16/07,2007,197,14:09,25.379,-81.03,31,11.5,2.26,32.4,-9999
7/16/07,2007,197,15:55,25.378,-81.033,31.2,17.3,2.2,33.1,-9999
7/17/07,2007,198,8:05,25.445,-80.906,28.5,0.2,2.19,24.4,-9999
7/17/07,2007,198,9:58,25.447,-80.91,28.5,0.2,1.86,23.9,-9999
7/17/07,2007,198,12:16,25.452,-80.93,27.8,0.3,1.24,12.5,-9999
7/17/07,2007,198,13:54,25.45,-80.935,28.1,0.4,2.75,26.5,-9999
7/17/07,2007,198,15:36,25.41,-80.965,31.4,1.3,2.49,33.5,-9999
8/6/07,2007,218,8:36,25.446,-80.91,31.9,0.2,1.25,17.2,-9999
8/6/07,2007,218,10:12,25.449,-80.905,31.5,0.2,1.25,-9999,-9999
8/6/07,2007,218,11:48,25.449,-80.905,31.3,0.2,1.25,-9999,-9999
8/6/07,2007,218,13:46,25.45,-80.927,30.7,0.5,1.94,26.1,-9999
8/6/07,2007,218,15:26,25.41,-80.966,32.8,1.8,2.74,38.8,-9999
8/6/07,2007,218,17:18,25.374,-81.039,32.4,5.8,1.8,27.8,-9999
8/7/07,2007,219,7:49,25.411,-80.965,31.2,1.7,2.91,40.7,-9999
8/7/07,2007,219,10:22,25.41,-80.968,30.9,1.3,2.22,28.8,-9999
8/7/07,2007,219,12:22,25.367,-81.105,32.1,29.4,2.01,32.1,-9999
10/4/07,2007,277,21:19,25.389,-80.971,28,2,-9999,-9999,26
10/4/07,2007,277,21:53,25.373,-81.027,28.5,11,-9999,-9999,27
10/19/07,2007,292,20:45,25.406,-81.005,27.8,4.7,-9999,-9999,27.2
10/19/07,2007,292,22:09,25.401,-81.005,28.9,7.1,-9999,-9999,27.2
10/19/07,2007,292,22:30,25.403,-81.006,28.9,6.9,-9999,-9999,27.8
10/19/07,2007,292,23:13,25.41,-80.992,27.8,-9999,-9999,-9999,27.2
11/20/07,2007,324,19:10,25.407,-81.005,21.7,2.4,-9999,-9999,22.8
11/20/07,2007,324,20:40,25.417,-81.037,21.7,2.7,-9999,-9999,21.7
11/20/07,2007,324,21:55,25.371,-81.037,21.7,16.8,-9999,-9999,21.1
11/20/07,2007,324,23:13,25.407,-81.004,21.7,3.9,-9999,-9999,21.1
11/20/07,2007,324,23:53,25.376,-81.02,21.7,16.7,-9999,-9999,21.1
12/1/07,2007,335,,25.399,-81.007,23.9,5.6,-9999,-9999,27.2
12/1/07,2007,335,,25.415,-81.008,23.9,5,-9999,-9999,25.6
12/1/07,2007,335,,25.373,-81.042,25,9.2,-9999,-9999,30.6
12/1/07,2007,335,,25.379,-81.03,25,6.2,-9999,-9999,30
12/1/07,2007,335,,25.39,-81.009,25,6.4,-9999,-9999,30
12/15/07,2007,349,,25.435,-80.911,23.9,0.5,-9999,-9999,30
12/15/07,2007,349,,25.439,-80.907,23.9,0.5,-9999,-9999,31.1
12/15/07,2007,349,,25.454,-80.88,23.9,0.3,-9999,-9999,30.6
12/15/07,2007,349,,25.457,-80.877,23.9,0.3,-9999,-9999,30.6
12/15/07,2007,349,,25.439,-80.931,23.9,0.7,-9999,-9999,29.4
12/15/07,2007,349,,25.441,-80.926,23.9,0.9,-9999,-9999,28.9
12/15/07,2007,349,,25.416,-80.958,23.9,2,-9999,-9999,27.8
12/15/07,2007,349,,25.416,-80.957,23.9,1.7,-9999,-9999,30
12/18/07,2007,352,8:31,25.409,-80.967,18.1,4.3,5.95,64.2,-9999
12/18/07,2007,352,10:45,25.409,-80.966,18.9,5,5.61,61.4,-9999
12/18/07,2007,352,12:33,25.382,-81.025,21.2,11.4,5.07,60.6,-9999
12/18/07,2007,352,14:42,25.356,-81.109,20.8,27.4,4.86,63.7,-9999
12/20/07,2007,354,,25.447,-80.95,20,1.6,-9999,-9999,26.1
12/20/07,2007,354,,25.45,-80.947,20,2.4,-9999,-9999,27.2
12/20/07,2007,354,,25.431,-81.084,20,22.6,-9999,-9999,26.7
12/20/07,2007,354,,25.384,-81.021,20.6,19.9,-9999,-9999,28.3
12/20/07,2007,354,,25.386,-81.016,20.6,17.9,-9999,-9999,28.9
12/20/07,2007,354,,25.431,-81.089,20.6,23.3,-9999,-9999,27.2
1/8/08,2008,8,8:37,25.451,-80.931,19.3,3.6,8.19,89.1,-9999
1/8/08,2008,8,10:11,25.448,-80.949,19.8,4.7,5.33,56.9,-9999
1/8/08,2008,8,12:18,25.409,-80.967,20.9,10.5,4.67,44.5,-9999
1/8/08,2008,8,15:56,25.412,-80.971,21.9,9.3,5.3,64.5,-9999
1/27/08,2008,27,,25.431,-81.084,20,28.7,-9999,-9999,22.8
1/27/08,2008,27,,25.373,-81.042,20.6,28,-9999,-9999,26.7
1/27/08,2008,27,,25.39,-81.009,20.6,22.2,-9999,-9999,30
1/27/08,2008,27,,25.394,-81.01,20.6,20.4,-9999,-9999,27.2
1/27/08,2008,27,,25.431,-81.089,20.6,29.4,-9999,-9999,22.8
1/31/08,2008,31,15:49,25.408,-80.967,21.7,13.9,4.5,54,-9999
1/31/08,2008,31,17:42,25.411,-80.964,21.7,14.3,4.61,65,-9999
1/31/08,2008,31,20:00,25.408,-80.975,20.6,14.4,-9999,-9999,20
1/31/08,2008,31,21:00,25.376,-81.02,20.6,28.1,-9999,-9999,20
2/6/08,2008,37,,25.454,-80.88,21.7,0.8,-9999,-9999,25
2/6/08,2008,37,,25.457,-80.877,21.7,0.8,-9999,-9999,25.6
2/6/08,2008,37,,25.399,-81.007,22.8,25.6,-9999,-9999,28.9
2/6/08,2008,37,,25.441,-80.926,22.8,3.4,-9999,-9999,29.4
2/6/08,2008,37,,25.447,-80.95,22.8,8.6,-9999,-9999,29.4
2/6/08,2008,37,,25.45,-80.947,22.8,8.1,-9999,-9999,28.9
2/6/08,2008,37,8:43,25.443,-80.903,21.7,2.6,-9999,-9999,-9999
2/6/08,2008,37,11:05,25.442,-80.924,22.8,3.6,-9999,-9999,-9999
2/6/08,2008,37,12:59,25.434,-80.953,23.9,8.3,-9999,-9999,-9999
2/6/08,2008,37,16:00,25.355,-81.104,22.8,33.4,-9999,-9999,-9999
2/10/08,2008,41,,25.379,-81.03,23.9,19.2,-9999,-9999,26.7
2/10/08,2008,41,,25.439,-80.907,23.9,2.5,-9999,-9999,26.7
2/10/08,2008,41,,25.416,-80.958,23.9,8.2,-9999,-9999,27.8
2/10/08,2008,41,,25.416,-80.957,23.9,8,-9999,-9999,27.8
2/10/08,2008,41,,25.384,-81.021,23.9,18.2,-9999,-9999,26.7
2/10/08,2008,41,,25.386,-81.016,23.9,18,-9999,-9999,28.3
2/10/08,2008,41,,25.415,-81.008,23.9,16.5,-9999,-9999,27.2
2/10/08,2008,41,,25.435,-80.911,25,3.8,-9999,-9999,26.7
2/20/08,2008,51,,25.457,-80.877,20.6,0.9,-9999,-9999,23.3
2/20/08,2008,51,,25.454,-80.88,21.7,0.9,-9999,-9999,23.3
2/20/08,2008,51,,25.408,-80.967,22.8,13.6,-9999,-9999,24.4
2/20/08,2008,51,19:23,25.451,-80.876,-9999,0.9,-9999,-9999,-9999
2/20/08,2008,51,19:50,25.451,-80.885,21.7,1,-9999,-9999,22.2
2/20/08,2008,51,20:20,25.442,-80.89,21.7,1,-9999,-9999,22.2
2/20/08,2008,51,21:29,25.44,-80.904,21.7,1.6,-9999,-9999,21.7
3/1/08,2008,61,,25.373,-81.042,21.7,23.9,-9999,-9999,25.6
3/1/08,2008,61,20:52,25.436,-80.953,20.6,11.2,-9999,-9999,19.4
3/1/08,2008,61,21:26,25.435,-80.955,20.6,9.1,-9999,-9999,18.3
3/14/08,2008,74,,25.435,-80.911,22.8,7.8,-9999,-9999,30.6
3/14/08,2008,74,,25.439,-80.907,22.8,7.2,-9999,-9999,30.6
3/14/08,2008,74,,25.454,-80.88,22.8,3.5,-9999,-9999,29.4
3/14/08,2008,74,,25.457,-80.877,22.8,2.8,-9999,-9999,30
3/14/08,2008,74,,25.416,-80.958,22.8,16,-9999,-9999,29.4
3/14/08,2008,74,,25.416,-80.957,22.8,15,-9999,-9999,31.1
3/14/08,2008,74,,25.408,-80.967,22.8,19.3,-9999,-9999,26.7
3/14/08,2008,74,,25.441,-80.926,23.9,8.9,-9999,-9999,29.4
3/19/08,2008,79,,25.379,-81.03,23.9,30.4,-9999,-9999,31.1
3/19/08,2008,79,,25.394,-81.01,23.9,23,-9999,-9999,28.3
3/19/08,2008,79,,25.447,-80.95,23.9,10.2,-9999,-9999,26.7
3/19/08,2008,79,,25.45,-80.947,23.9,9.9,-9999,-9999,28.9
3/19/08,2008,79,,25.386,-81.016,23.9,27.1,-9999,-9999,30
3/19/08,2008,79,,25.415,-81.008,23.9,19.4,-9999,-9999,27.8
3/29/08,2008,89,,25.373,-81.042,23.9,-9999,-9999,-9999,28.3
3/29/08,2008,89,,25.39,-81.009,23.9,-9999,-9999,-9999,28.3
3/29/08,2008,89,,25.384,-81.021,23.9,-9999,-9999,-9999,27.8
3/29/08,2008,89,,25.431,-81.084,23.9,-9999,-9999,-9999,28.9
3/29/08,2008,89,,25.431,-81.089,25,-9999,-9999,-9999,29.4
3/29/08,2008,89,18:37,25.407,-80.96,25,-9999,-9999,-9999,27.2
3/29/08,2008,89,21:42,25.439,-80.901,23.9,-9999,-9999,-9999,22.8
4/9/08,2008,100,21:59,25.452,-80.876,23.9,-9999,-9999,-9999,23.3
4/9/08,2008,100,22:52,25.454,-80.873,23.9,-9999,-9999,-9999,21.7
4/28/08,2008,119,23:00,25.453,-80.874,25,-9999,-9999,-9999,23.9
5/17/08,2008,138,,25.373,-81.042,29,34.4,-9999,-9999,-9999
5/17/08,2008,138,,25.415,-81.008,29.1,29.7,-9999,-9999,-9999
5/17/08,2008,138,,25.379,-81.03,29.2,34.4,-9999,-9999,-9999
5/17/08,2008,138,,25.408,-80.967,29.6,19.6,-9999,-9999,-9999
5/26/08,2008,147,,25.39,-81.009,27.8,22.2,-9999,-9999,30.6
6/1/08,2008,153,,25.447,-80.95,27.8,14.1,-9999,-9999,32.8
6/1/08,2008,153,,25.45,-80.947,27.8,13.8,-9999,-9999,34.4
6/6/08,2008,158,,25.454,-80.88,26.7,2,-9999,-9999,32.8
6/6/08,2008,158,,25.439,-80.907,27.8,4.8,-9999,-9999,32.8
6/6/08,2008,158,,25.457,-80.877,27.8,1.7,-9999,-9999,32.8
6/6/08,2008,158,,25.441,-80.926,27.8,7.5,-9999,-9999,32.2
6/6/08,2008,158,,25.416,-80.957,27.8,12.5,-9999,-9999,34.4
6/6/08,2008,158,,25.384,-81.021,27.8,19.7,-9999,-9999,30.6
6/6/08,2008,158,,25.386,-81.016,27.8,19.9,-9999,-9999,32.2
6/6/08,2008,158,,25.431,-81.084,27.8,23.5,-9999,-9999,32.2
6/6/08,2008,158,,25.431,-81.089,27.8,24,-9999,-9999,32.8
6/6/08,2008,158,,25.435,-80.911,28.9,6.1,-9999,-9999,32.8
6/20/08,2008,172,,25.416,-80.958,26.7,7.6,-9999,-9999,32.2
7/18/08,2008,200,,25.411,-81.008,27.8,3,-9999,-9999,31.1
7/18/08,2008,200,,25.439,-80.931,28.9,0.3,-9999,-9999,30
7/18/08,2008,200,,25.393,-81.024,28.9,6.1,-9999,-9999,31.7
7/18/08,2008,200,,25.442,-80.889,28.9,0.2,-9999,-9999,28.3
7/18/08,2008,200,21:35,25.438,-80.903,28.9,0.2,-9999,-9999,27.8
7/25/08,2008,207,21:20,25.419,-81.124,27.8,13.2,-9999,-9999,27.2
7/25/08,2008,207,22:35,25.425,-81.103,26.7,9.9,-9999,-9999,26.1
7/26/08,2008,208,0:32,25.371,-81.039,27.8,7.3,-9999,-9999,26.1
8/9/08,2008,222,10:16,25.416,-80.958,27.8,0.3,-9999,-9999,31.7
8/9/08,2008,222,10:48,25.416,-80.957,27.8,0.3,-9999,-9999,31.7
8/9/08,2008,222,11:10,25.428,-80.919,28.9,0.2,-9999,-9999,33.9
8/9/08,2008,222,11:25,25.428,-80.915,28.9,0.2,-9999,-9999,33.3
8/9/08,2008,222,11:40,25.435,-80.911,30,0.2,-9999,-9999,33.3
8/9/08,2008,222,11:52,25.439,-80.907,28.9,0.2,-9999,-9999,32.8
8/9/08,2008,222,12:08,25.457,-80.877,28.9,0.2,-9999,-9999,32.2
8/9/08,2008,222,12:19,25.454,-80.88,28.9,0.2,-9999,-9999,31.7
8/9/08,2008,222,12:46,25.441,-80.926,28.9,0.2,-9999,-9999,31.7
8/9/08,2008,222,13:04,25.439,-80.931,28.9,0.2,-9999,-9999,32.2
8/9/08,2008,222,13:30,25.447,-80.95,28.9,0.4,-9999,-9999,31.1
8/9/08,2008,222,14:13,25.414,-80.976,30,0.7,-9999,-9999,31.7
8/9/08,2008,222,14:42,25.408,-80.967,30,0.6,-9999,-9999,31.7
8/9/08,2008,222,15:16,25.404,-80.968,30,0.7,-9999,-9999,32.2
8/9/08,2008,222,15:37,25.413,-80.987,30,0.7,-9999,-9999,32.2
8/9/08,2008,222,16:10,25.422,-80.987,30,0.6,-9999,-9999,31.7
8/9/08,2008,222,16:56,25.386,-81.016,30,1.7,-9999,-9999,33.9
8/9/08,2008,222,17:24,25.398,-81.028,30,4.3,-9999,-9999,32.2
8/9/08,2008,222,17:44,25.393,-81.024,30,3.7,-9999,-9999,33.3
8/10/08,2008,223,9:44,25.325,-81.152,30,33.9,-9999,-9999,31.1
8/10/08,2008,223,10:36,25.371,-81.124,30,29.3,-9999,-9999,30.6
8/10/08,2008,223,11:15,25.41,-81.149,30,23.4,-9999,-9999,30.6
8/10/08,2008,223,12:41,25.431,-81.089,30,15.1,-9999,-9999,32.2
8/10/08,2008,223,13:06,25.431,-81.084,30,14.5,-9999,-9999,32.2
8/10/08,2008,223,13:36,25.418,-81.013,30,2.1,-9999,-9999,33.3
8/10/08,2008,223,13:58,25.415,-81.008,30,1.7,-9999,-9999,33.3
8/10/08,2008,223,14:45,25.45,-80.947,30,0.2,-9999,-9999,33.9
8/10/08,2008,223,15:10,25.411,-81.008,30,1.5,-9999,-9999,32.8
8/10/08,2008,223,15:33,25.392,-80.997,30.6,1.7,-9999,-9999,33.3
8/10/08,2008,223,16:12,25.379,-81.03,30,8.3,-9999,-9999,31.7
9/13/08,2008,257,10:00,25.373,-81.042,26.7,1.2,-9999,-9999,29.4
9/13/08,2008,257,10:35,25.384,-81.021,26.7,0.7,-9999,-9999,30.6
9/13/08,2008,257,11:15,25.394,-81.001,26.7,1.2,-9999,-9999,31.7
9/13/08,2008,257,11:45,25.417,-80.99,27.8,0.2,-9999,-9999,32.2
9/13/08,2008,257,12:30,25.419,-81.001,27.8,0.4,-9999,-9999,33.3
9/13/08,2008,257,13:00,25.422,-81,27.8,0.4,-9999,-9999,33.9
9/13/08,2008,257,13:30,25.429,-81.001,26.7,1.2,-9999,-9999,34.4
9/13/08,2008,257,13:40,25.429,-81.004,26.7,1.2,-9999,-9999,33.9
9/13/08,2008,257,15:00,25.352,-81.116,27.8,32.3,-9999,-9999,32.8
10/10/08,2008,284,8:24,25.41,-80.965,28.9,0.3,4.39,54.4,-9999
10/10/08,2008,284,9:55,25.419,-80.999,29.3,0.3,3.78,49.1,-9999
10/10/08,2008,284,11:55,25.422,-81,29.5,0.4,3.78,48.8,-9999
10/10/08,2008,284,13:48,25.415,-81.005,29.5,0.6,3.93,51.6,-9999
10/11/08,2008,285,10:58,25.447,-80.95,25.6,0.2,-9999,-9999,29.4
10/11/08,2008,285,11:30,25.45,-80.947,25.6,0.2,-9999,-9999,30.6
10/11/08,2008,285,12:07,25.439,-80.931,26.7,0.2,-9999,-9999,31.7
10/11/08,2008,285,12:35,25.441,-80.926,26.7,0.2,-9999,-9999,33.3
10/11/08,2008,285,13:15,25.457,-80.877,27.8,0.1,-9999,-9999,33.9
10/11/08,2008,285,13:21,25.454,-80.88,27.8,0.1,-9999,-9999,34.4
10/11/08,2008,285,13:44,25.439,-80.907,28.9,0.2,-9999,-9999,35.6
10/11/08,2008,285,13:56,25.435,-80.911,28.9,0.2,-9999,-9999,35.6
10/11/08,2008,285,14:20,25.428,-80.915,27.8,0.2,-9999,-9999,35
10/11/08,2008,285,14:38,25.428,-80.919,27.8,0.2,-9999,-9999,35
10/11/08,2008,285,15:14,25.416,-80.957,27.8,0.2,-9999,-9999,35
10/11/08,2008,285,15:28,25.416,-80.958,27.8,0.2,-9999,-9999,35
10/11/08,2008,285,15:50,25.408,-80.967,30,0.3,-9999,-9999,33.3
10/11/08,2008,285,16:05,25.404,-80.968,28.9,0.3,-9999,-9999,32.2
10/19/08,2008,293,11:21,25.439,-80.931,25.6,0.2,-9999,-9999,27.2
10/19/08,2008,293,11:43,25.414,-80.976,25.6,0.3,-9999,-9999,27.8
10/19/08,2008,293,12:03,25.413,-80.987,25.6,0.4,-9999,-9999,28.9
10/19/08,2008,293,12:26,25.417,-80.99,25.6,0.7,-9999,-9999,28.9
10/19/08,2008,293,12:51,25.422,-80.987,25.6,0.4,-9999,-9999,31.7
10/19/08,2008,293,13:11,25.419,-81.001,25.6,0.7,-9999,-9999,30.6
